Age,AttritionYes,BusinessTravelTravel_Frequently,BusinessTravelTravel_Rarely,DailyRate,DepartmentResearch...Development,DepartmentSales,DistanceFromHome,Education,EducationFieldLife.Sciences,EducationFieldMarketing,EducationFieldMedical,EducationFieldOther,EducationFieldTechnical.Degree,EmployeeNumber,EnvironmentSatisfaction,GenderMale,HourlyRate,JobInvolvement,JobLevel,JobRoleHuman.Resources,JobRoleLaboratory.Technician,JobRoleManager,JobRoleManufacturing.Director,JobRoleResearch.Director,JobRoleResearch.Scientist,JobRoleSales.Executive,JobRoleSales.Representative,JobSatisfaction,MaritalStatusMarried,MaritalStatusSingle,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTimeYes,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0.44619855784086443,2.2801299323494186,-0.4816947281071399,0.6396229142958784,0.7422739307643949,-1.3735833985087842,1.5147284394250389,-1.01056543769991,-0.8913849032652426,1.193638421528801,-0.3481364102377866,-0.678910038736586,-0.24297658490482898,-0.31398661830333946,-1.7007041856237404,-0.6603059658454001,-1.224328220632333,1.3826677316638407,0.3795429667311668,-0.057767886307836844,-0.1914325510857297,-0.4623065440238129,-0.2729664475087894,-0.3306955055513492,-0.23982244365977143,-0.497703862339465,1.8726492574515914,-0.2445417671031726,1.1528612603786486,-0.9186088008899419,1.4581536911459163,-0.10831265366489942,0.7257729533680721,2.124412965762598,1.591204032206066,-1.1501626900645143,-0.4260850141831045,-1.583639312840261,-0.9316973236084973,-0.4214990181584324,-2.171242935919212,-2.492972039126282,-0.16455710867531462,-0.06327436651898884,-0.6789146428409502,0.2457503634044396
1.3219153536033088,-0.4382731500136351,2.0745913741220865,-1.562357610329277,-1.2973331068840257,0.7275275232476287,-0.6597352382652024,-0.1470996605736064,-1.8677901251727735,1.193638421528801,-0.3481364102377866,-0.678910038736586,-0.24297658490482898,-0.31398661830333946,-1.6990431232013163,0.25453830351627604,0.8162188137548887,-0.24059489328806888,-1.0258176405605588,-0.057767886307836844,-0.1914325510857297,-0.4623065440238129,-0.2729664475087894,-0.3306955055513492,-0.23982244365977143,2.0078601021777045,-0.5336395611269396,-0.2445417671031726,-0.6606283626888886,1.0878621312173609,-0.6853322348385807,-0.2916193490658111,1.4883696325039732,-0.6778187247510712,-0.6280273979105536,2.128581630028898,2.345352909928235,1.1910326655568593,0.24190598890606232,-0.16445543521178413,0.15565411083746483,0.3379811455130649,0.48834154112957734,0.7647373733882553,-0.36858985273641137,0.8062670960724398
0.008340159959642298,2.2801299323494186,-0.4816947281071399,0.6396229142958784,1.4138820804639354,0.7275275232476287,-0.6597352382652024,-0.8872131838247239,-0.8913849032652426,-0.837204726211173,-0.3481364102377866,-0.678910038736586,4.1128231688768615,-0.31398661830333946,-1.695720998356468,1.1693825728779523,0.8162188137548887,1.2842881786364524,-1.0258176405605588,-0.9611592998452849,-0.1914325510857297,2.1615954625978273,-0.2729664475087894,-0.3306955055513492,-0.23982244365977143,-0.497703862339465,-0.5336395611269396,-0.2445417671031726,0.24611644884487996,-0.9186088008899419,1.4581536911459163,-0.937334707140865,-1.6742710904194367,1.3237753399015497,1.591204032206066,-0.057247916700043505,-0.4260850141831045,-0.6587486533745543,-0.9316973236084973,-0.5500208096317565,0.15565411083746483,0.3379811455130649,-1.1439050833826525,-1.1672900197286478,-0.6789146428409502,-1.1555414682655611
-0.42951823792157984,-0.4382731500136351,2.0745913741220865,-1.562357610329277,1.4609689987085528,0.7275275232476287,-0.6597352382652024,-0.7638609299495376,1.0614255405498194,1.193638421528801,-0.3481364102377866,-0.678910038736586,-0.24297658490482898,-0.31398661830333946,-1.694059935934044,1.1693825728779523,-1.224328220632333,-0.4865437758565401,0.3795429667311668,-0.9611592998452849,-0.1914325510857297,-0.4623065440238129,-0.2729664475087894,-0.3306955055513492,-0.23982244365977143,2.0078601021777045,-0.5336395611269396,-0.2445417671031726,0.24611644884487996,1.0878621312173609,-0.6853322348385807,-0.7633738919226185,1.242787651087327,-0.6778187247510712,1.591204032206066,-1.1501626900645143,-0.4260850141831045,0.26614200609115246,-0.9316973236084973,-0.4214990181584324,0.15565411083746483,0.3379811455130649,0.16189221622713135,0.7647373733882553,0.2520597274726662,-1.1555414682655611
-1.0863058347434131,-0.4382731500136351,-0.4816947281071399,0.6396229142958784,-0.5241163441303109,0.7275275232476287,-0.6597352382652024,-0.8872131838247239,-1.8677901251727735,-0.837204726211173,-0.3481364102377866,1.4719471960538912,-0.24297658490482898,-0.31398661830333946,-1.6907378110891957,-1.5751502352070763,0.8162188137548887,-1.2735802000756478,0.3795429667311668,-0.9611592998452849,-0.1914325510857297,2.1615954625978273,-0.2729664475087894,-0.3306955055513492,-0.23982244365977143,-0.497703862339465,-0.5336395611269396,-0.2445417671031726,-0.6606283626888886,1.0878621312173609,-0.6853322348385807,-0.6446387323292123,0.32578902825755074,2.524731778693122,-0.6280273979105536,-0.8769339967233966,-0.4260850141831045,1.1910326655568593,0.24190598890606232,-0.6785426011050806,0.15565411083746483,0.3379811455130649,-0.8174557584802066,-0.6152821931238183,-0.0582650626318726,-0.5950247355975609
-0.5389828373918853,-0.4382731500136351,2.0745913741220865,-1.562357610329277,0.5018828218313489,0.7275275232476287,-0.6597352382652024,-0.8872131838247239,-0.8913849032652426,1.193638421528801,-0.3481364102377866,-0.678910038736586,-0.24297658490482898,-0.31398661830333946,-1.6890767486667717,1.1693825728779523,0.8162188137548887,0.6448210839584273,0.3795429667311668,-0.9611592998452849,-0.1914325510857297,2.1615954625978273,-0.2729664475087894,-0.3306955055513492,-0.23982244365977143,-0.497703862339465,-0.5336395611269396,-0.2445417671031726,1.1528612603786486,-0.9186088008899419,1.4581536911459163,-0.7296012794443509,-0.34408218878739694,-1.0781375376815954,-0.6280273979105536,-0.6037053033822789,-0.4260850141831045,0.26614200609115246,-0.9316973236084973,-0.4214990181584324,-0.6199782380814274,-1.0774954468066087,-0.0013324462240916321,0.7647373733882553,0.2520597274726662,0.5260087297384397
2.416561348306364,-0.4382731500136351,-0.4816947281071399,0.6396229142958784,1.2924473965699226,0.7275275232476287,-0.6597352382652024,-0.7638609299495376,0.08502031864228841,-0.837204726211173,-0.3481364102377866,1.4719471960538912,-0.24297658490482898,-0.31398661830333946,-1.6857546238219234,0.25453830351627604,-1.224328220632333,0.7432006369858157,1.7849035740228925,-0.9611592998452849,-0.1914325510857297,2.1615954625978273,-0.2729664475087894,-0.3306955055513492,-0.23982244365977143,-0.497703862339465,-0.5336395611269396,-0.2445417671031726,-1.567373174222657,1.0878621312173609,-0.6853322348385807,-0.814139013823914,-0.6110191251098384,0.5231377140405014,1.591204032206066,1.308895550005545,2.345352909928235,-1.583639312840261,2.589112613935182,0.09258814773486411,0.15565411083746483,-1.0774954468066087,-0.9806804209314296,-1.1672900197286478,-0.6789146428409502,-1.1555414682655611
-0.7579120363324965,-0.4382731500136351,-0.4816947281071399,0.6396229142958784,1.3767081976392377,0.7275275232476287,-0.6597352382652024,1.8265364014293735,-1.8677901251727735,1.193638421528801,-0.3481364102377866,-0.678910038736586,-0.24297658490482898,-0.31398661830333946,-1.6840935613994994,1.1693825728779523,0.8162188137548887,0.054543765794096505,0.3795429667311668,-0.9611592998452849,-0.1914325510857297,2.1615954625978273,-0.2729664475087894,-0.3306955055513492,-0.23982244365977143,-0.497703862339465,-0.5336395611269396,-0.2445417671031726,0.24611644884487996,-0.9186088008899419,-0.6853322348385807,-0.8092536673647934,-0.1374168028240752,-0.6778187247510712,-0.6280273979105536,1.8553529366877803,2.345352909928235,-0.6587486533745543,0.24190598890606232,-1.3211515584717013,-0.6199782380814274,0.3379811455130649,-0.9806804209314296,-1.1672900197286478,-0.6789146428409502,-1.1555414682655611
0.11780475942994784,-0.4382731500136351,2.0745913741220865,-1.562357610329277,-1.4534634147477565,0.7275275232476287,-0.6597352382652024,1.7031841475541873,0.08502031864228841,1.193638421528801,-0.3481364102377866,-0.678910038736586,-0.24297658490482898,-0.31398661830333946,-1.6824324989770754,1.1693825728779523,0.8162188137548887,-1.076821094020871,-1.0258176405605588,0.8456235272296112,-0.1914325510857297,-0.4623065440238129,-0.2729664475087894,3.021872723141639,-0.23982244365977143,-0.497703862339465,-0.5336395611269396,-0.2445417671031726,0.24611644884487996,-0.9186088008899419,1.4581536911459163,0.6421190437295629,-0.7763795325053718,-1.0781375376815954,-0.6280273979105536,1.5821242433466627,2.345352909928235,-0.6587486533745543,-0.9316973236084973,-0.16445543521178413,-0.6199782380814274,0.3379811455130649,0.32511687867835437,0.7647373733882553,-0.36858985273641137,1.08652546240644
-0.10112443951066324,-0.4382731500136351,-0.4816947281071399,0.6396229142958784,1.2304909251954261,0.7275275232476287,-0.6597352382652024,2.1965931630549322,0.08502031864228841,-0.837204726211173,-0.3481364102377866,1.4719471960538912,-0.24297658490482898,-0.31398661830333946,-1.6807714365546513,0.25453830351627604,0.8162188137548887,1.3826677316638407,0.3795429667311668,-0.057767886307836844,-0.1914325510857297,-0.4623065440238129,-0.2729664475087894,-0.3306955055513492,-0.23982244365977143,-0.497703862339465,-0.5336395611269396,-0.2445417671031726,0.24611644884487996,1.0878621312173609,-0.6853322348385807,-0.2688918677125115,0.318061906416638,1.3237753399015497,-0.6280273979105536,-0.6037053033822789,-0.4260850141831045,-0.6587486533745543,1.415509301420622,0.7351971051014847,0.15565411083746483,-1.0774954468066087,-0.0013324462240916321,0.7647373733882553,1.4933588878908215,0.8062670960724398
